"PDB","UniProt","Len.","Res.","ECOD ID","SCOPe ID","CATH ID","α%","β%","Coil%","Avg. RMSF","Avg. gyr.","Div. SE","Div. MM","NR domain"
"4p3xA","Q9X1X7","305","1.65","7588.1.1.1 7588.1.1.1 7588.1.1.1","c.145.1.0","3.40.50.10800 3.40.50.10800 3.40.50.10800","49","16","35","0.77","20.10","0.949","0.941","No"
"4p5aA","C1IC19","239","1.76","[842.1.1.1]","d.207.1.0","3.30.1360.170","48","19","33","1.78","22.09","0.757","0.745","Yes"
"4p7xA","Q989T9","292","1.3","10.12.1.11 [6174.1.1.1]","b.82.2.0","-","32","24","44","1.34","19.97","0.915","0.882","Yes"
"4phrA","I1ZPA1","277","1.34","[7596.1.1.1]","-","-","43","16","41","0.73","18.51","0.945","0.954","Yes"
"4pz1A","Q99XU0","98","1.73","[3886.1.1.1]","-","-","78","0","22","2.92","22.43","0.424","0.532","Yes"
"4q0yA","J7SH17","134","1.7","[3784.1.1.3]","-","2.60.40.4400","20","40","40","0.84","14.67","0.917","0.928","Yes"
"4q7oB","Q7DDN8","146","1.45","[3884.1.1.1]","-","-","51","16","34","1.35","15.52","0.855","0.862","Yes"
"4qb0A","P18272","103","1.75","[6154.1.1.2]","d.399.1.1","-","51","16","33","1.64","16.13","0.778","0.784","Yes"
"4qbuA","C0JRE5","444","1.7","304.11.1.18 [6094.1.1.6] 2007.1.19.4","-","3.30.70.250 3.30.70.3290 3.40.366.10","46","12","41","1.15","24.68","0.922","0.898","Yes"
"4qmdA","Q92817","193","1.6","[260.1.1.1]","d.211.2.0","3.90.1290.10","45","14","41","0.94","17.10","0.920","0.895","Yes"
"4qn8B","Q5ZRR7","155","1.75","[3897.1.1.1]","-","-","63","0","37","0.93","15.46","0.884","0.861","Yes"
"4qtqA","Q8PJC5","214","2.0","[3308.2.1.1]","-","-","5","50","46","1.37","18.91","0.856","0.788","Yes"
"4qx8B","P59997","68","1.65","[6171.1.1.2]","-","6.10.280.250","56","0","44","3.71","14.05","0.559","0.457","Yes"
"4qxoA","Q86WV6","188","1.88","[3398.1.1.1]","d.387.1.1","1.20.5.5200 3.40.50.12100","45","24","31","1.16","17.22","0.868","0.864","Yes"
"4rgiA","A0A5P8YFX5","73","1.73","[3933.1.1.1]","-","-","25","33","42","0.95","11.45","0.805","0.838","Yes"
"4rnzA","O25247","371","1.98","[3953.1.1.1] 3953.1.1.2 325.1.6.1","-","2.70.70.10 3.10.450.350","18","39","43","1.99","24.14","0.777","0.701","Yes"
"4rp5A","P31007","98","1.65","[614.1.1.1]","-","-","62","0","38","3.71","18.54","0.395","0.381","Yes"
"4rr9A","Q9YFY3","136","1.67","[2494.1.1.1]","c.110.1.0","3.50.80.10","26","40","34","0.55","14.31","0.966","0.941","Yes"
"4rswB","Q83YM3","255","1.9","317.1.1.4","-","-","46","16","38","0.86","18.65","0.909","0.899","No"
"4s39A","Q5SLI8","406","1.3","[296.1.1.1] 2002.1.1.1051","-","3.20.20.20 3.30.413.10","50","16","34","3.85","25.56","0.705","0.678","Yes"
"4tkxL","Q51817","452","1.6","11.1.1.143 [7575.1.1.7] [7576.1.1.1]","-","-","30","24","46","0.60","21.65","0.984","0.979","Yes"
"4tshA","C9E3B4","121","2.0","[3908.1.1.2]","-","-","55","0","45","8.68","26.20","0.587","0.608","Yes"
"4u5hG","P0CB20","90","1.58","[3904.1.1.]","-","1.20.120.1800","52","0","48","1.80","12.62","0.813","0.779","Yes"
"4u9bA","Q8EF49","187","1.65","[873.1.1.3]","-","3.90.1520.10","55","16","30","1.62","17.86","0.804","0.743","Yes"
"4ubpC","P41022","570","1.55","65.1.1.4 2002.1.1.12","b.92.1.1 c.1.9.2","2.30.40.10 3.20.20.140","28","22","50","1.27","24.64","0.912","0.888","No"
"4ue8B","P48598","38","1.1","[3935.1.1.1]","-","-","24","0","76","6.97","12.55","0.246","0.247","Yes"
"4v1gB","-","86","1.55","[5041.1.1.2]","-","1.20.20.10","84","0","16","2.55","19.88","0.549","0.453","Yes"
"4v23A","P0DOE7","256","1.7","[54.1.1.8] 54.1.1.12","-","2.70.20.30","19","46","36","1.14","19.97","0.798","0.860","Yes"
"4v4eM","P80563","875","2.0","1.1.2.9 1001.1.1.13 2003.2.1.19 2003.2.1.25","-","-","30","18","52","0.78","26.96","0.966","0.968","No"
"4wheA","P0AFM6","150","1.8","[3291.1.1.3]","-","-","90","0","10","1.66","28.27","0.795","0.804","Yes"
"4wlrB","Q9WUP7","102","2.0","[3206.1.1.1]","-","-","69","2","29","1.91","13.10","0.517","0.583","Yes"
"4wrpA","Q5ZWY9","122","1.9","[3486.2.1.1]","-","-","60","0","40","4.64","16.19","0.802","0.774","Yes"
"4wt3A","Q9SR19","213","1.95","101.1.1.352 [3317.3.1.1]","-","-","61","0","39","2.39","22.85","0.866","0.869","Yes"
"4wywA","P03311","481","1.8","[4967.1.1.4] 304.48.1.146","e.8.1.4","1.20.960.20 3.30.70.270","42","19","40","1.00","23.94","0.925","0.883","Yes"
"4wzgA","Q9BSB4","218","1.9","[859.1.1.5]","-","-","32","33","36","1.41","19.26","0.894","0.846","Yes"
"4xb4A","P74102","152","1.54","565.1.1.2","-","1.10.2090.10","68","0","32","1.38","15.05","0.880","0.833","No"
"4xb5A","P74102","326","1.9","[565.1.1.2] 243.1.1.15","a.175.1.1 d.17.4.0","1.10.2090.10 3.10.450.50","45","17","38","1.37","21.36","0.913","0.869","Yes"
"4xb6E","P16685","150","1.7","[3994.1.1.1]","-","-","49","23","27","3.67","18.95","0.706","0.678","Yes"
"4xb6F","P16685","194","1.7","[7578.1.1.1]","c.67.2.1","3.40.50.11310","29","18","53","0.86","16.47","0.924","0.900","Yes"
"4xb6H","P16685","281","1.7","7578.1.1.2 [3993.1.1.2]","-","-","28","20","53","1.31","20.10","0.880","0.837","Yes"
"4xduA","O83774","340","1.35","[230.4.1.2] 230.4.1.3","-","3.10.520.10","31","29","40","1.18","21.48","0.917","0.830","Yes"
"4xglA","O15091","379","1.8","109.4.1.721 2006.1.4.6 [3850.1.1.5] 3850.1.1.9","-","-","47","13","41","2.26","26.58","0.653","0.815","Yes"
"4xo1A","P0AC92","60","1.8","[3976.1.1.1]","-","-","45","40","15","2.31","14.53","0.452","0.443","Yes"
"4xpzA","Q9P376","372","1.45","2006.1.1.15 [7568.1.1.1]","-","1.10.287.10 3.40.50.1000 3.40.50.10190","40","16","44","1.36","23.38","0.797","0.839","Yes"
"4xqmA","Q9USH8","94","1.62","[63.1.1.4]","-","2.70.130.10","3","62","35","0.70","12.95","0.908","0.904","Yes"
"4y7sA","Q5A0X8","111","2.0","[3985.1.1.1]","-","-","55","0","45","1.36","13.97","0.865","0.827","Yes"
"4y93A","Q3ZC95","446","1.7","220.1.1.13 206.1.1.24 [398.1.1.1]","-","-","30","24","46","2.05","26.88","0.867","0.881","Yes"
"4yalA","P00388","622","1.88","1.1.7.64 3687.1.1.1 2007.2.1.1 7514.1.1.1","b.43.4.1 c.23.5.0 c.25.1.0","1.20.990.10 2.40.30.10 3.40.50.80 3.40.50.360","36","20","43","1.46","26.75","0.928","0.796","No"
"4ykdA","Q9BSQ5","96","1.93","[509.1.1.2]","-","1.20.1160.20","71","0","29","2.14","14.14","0.751","0.801","Yes"
"4ys0A","Q9X1R4","824","1.9","[570.1.1.1] [161.1.1.1] 2004.1.1.148 2004.1.1.183","-","-","53","13","34","1.47","33.96","0.898","0.883","Yes"
"4ytwC","O60200","81","1.4","[3981.1.1.1]","-","-","57","0","43","4.06","15.86","0.589","0.490","Yes"
"4ywkA","Q8U3I4","206","1.55","2.1.1.380 [3003.1.1.6]","-","2.40.50.140 3.30.1640.10","33","30","36","1.13","18.99","0.836","0.837","Yes"
"4yxpA","P10238","275","1.92","[3977.1.1.]","-","-","61","0","39","2.79","19.94","0.690","0.743","Yes"
"4z3xA","Q39TV8","653","1.85","[169.1.1.1] [806.1.1.1]","-","1.10.569.10 3.60.9.10","43","14","43","0.89","24.53","0.947","0.941","Yes"
"4z8qB","Q6TKR8","98","1.89","[1010.1.1.1]","-","-","64","0","36","2.01","16.49","0.669","0.691","Yes"
"4z9pA","P18272","317","1.79","[566.1.1.4]","-","-","60","7","33","1.41","23.58","0.898","0.905","Yes"
"4za9A","A2QHE5","508","1.01","1.1.5.44 327.12.1.1 [3688.1.1.1]","-","-","28","21","51","2.73","25.24","0.867","0.874","Yes"
"4zacD","Q03034","503","1.65","1.1.5.44 327.12.1.1 3688.1.1.1","-","1.20.5.4570","31","22","47","1.44","24.64","0.888","0.845","No"
"4zavA","Q9HX08","209","1.4","[7564.1.1.1]","c.34.1.0","3.40.50.1950","42","14","44","1.49","17.16","0.853","0.868","Yes"
"4zdsB","O24606","134","1.78","[4996.1.1.1]","a.140.5.1","1.10.3180.10","57","0","43","1.63","15.16","0.774","0.764","Yes"
"4zi3D","Q9WUL7","133","2.0","[3069.1.1.1]","-","1.20.1520.10","79","0","21","1.80","18.20","0.810","0.749","Yes"
"4zmkA","P79005","71","1.5","[1009.1.1.1]","-","-","72","0","28","0.96","13.43","0.827","0.625","Yes"
"4zyaA","O43776","77","1.65","[1089.1.1.1]","-","3.30.1910.20","27","19","53","1.17","13.08","0.765","0.606","Yes"
"5a0nA","A5MCJ6","220","1.3","2.22.1.9 [3678.1.1.8]","-","-","35","18","47","0.79","17.23","0.924","0.913","Yes"
"5a5yA","Q9SIY3","212","1.92","868.1.1.1","-","2.40.320.10","30","44","26","0.92","18.13","0.917","0.902","No"
"5a67A","Q9SIY3","212","1.3","[868.1.1.1]","-","2.40.320.10","30","44","26","0.94","18.15","0.937","0.898","Yes"
"5b1nA","P0AEJ4","69","1.33","[605.1.1.3]","a.30.2.1","1.10.287.130","88","0","12","2.24","16.57","0.549","0.458","Yes"
"5b1qB","Q9WT50","459","1.85","[1063.1.1.1]","-","-","59","4","37","1.90","31.11","0.824","0.821","Yes"
"5b3pA","Q56219","134","1.65","[4272.1.1.1]","-","3.30.460.80","28","29","43","1.14","15.40","0.839","0.849","Yes"
"5b5iB","O15980","74","1.6","[539.1.1.1]","-","-","53","0","47","3.38","13.92","0.609","0.461","Yes"
"5bnhA","Q14527","123","1.7","[3468.1.1.2]","-","-","23","34","43","1.03","14.57","0.854","0.796","Yes"
"5bs1B","-","123","1.6","4085.1.1.1","a.280.1.0","1.10.1200.210","78","0","22","2.49","19.28","0.662","0.644","No"
"5btzA","-","139","1.6","[3975.1.1.1]","-","-","23","28","49","1.05","14.64","0.853","0.853","Yes"
"5by8B","C8VMF9","85","1.52","[1017.1.1.1]","-","-","31","16","53","4.66","15.67","0.416","0.420","Yes"
"5c8qB","G4N991","154","1.9","[705.1.1.1] 101.15.1.9","-","2.30.60.10 3.10.350.10","15","40","45","1.71","18.07","0.767","0.775","Yes"
"5ce9A","C0LU17","339","1.8","146.1.1.4","a.86.1.2","1.10.1280.10","37","6","57","0.91","19.23","0.929","0.932","No"
"5cflA","A7SLZ2","187","1.84","3398.1.1.1","d.387.1.0","1.20.5.5200 3.40.50.12100","40","22","37","1.05","17.34","0.856","0.854","No"
"5cofA","Q1R1X2","173","1.35","[620.1.1.3]","-","1.20.120.450","65","5","30","0.88","16.53","0.926","0.884","Yes"
"5cyzC","P29295","105","1.84","[4208.1.1.1]","-","-","47","2","51","3.16","15.40","0.442","0.334","Yes"
"5dblA","Q2G2B2","132","1.6","[706.2.1.2] 706.2.1.4","-","2.20.230.10","0","55","45","3.67","33.21","0.482","0.431","Yes"
"5djeB","P32527","140","1.85","[1108.1.1.1]","-","-","57","1","41","1.81","21.47","0.758","0.754","Yes"
"5dmuA","D1Z0H5","301","1.95","[862.1.1.1]","-","-","30","25","45","1.03","20.01","0.945","0.928","Yes"
"5dpoA","-","119","1.64","[4085.2.1.2]","-","-","67","0","33","1.70","17.02","0.718","0.679","Yes"
"5e3eA","-","104","1.7","[1024.1.1.1]","-","-","69","0","31","1.12","13.53","0.889","0.816","Yes"
"5e5yC","Q948Z4","63","1.51","[397.8.1.1]","-","-","51","3","46","1.09","11.06","0.787","0.694","Yes"
"5e7xA","A8HBN5","155","1.8","[622.1.1.3] 650.1.1.4","-","-","85","0","15","0.87","16.57","0.859","0.823","Yes"
"5ef9A","Q9QLL6","174","1.7","3521.1.1.4","d.397.1.1","-","22","37","41","1.43","16.98","0.871","0.875","No"
"5eg7A","G3LZH2","161","1.4","[3521.1.1.4]","-","-","22","42","37","0.89","15.66","0.911","0.910","Yes"
"5el3B","O75525","113","1.59","327.11.2.1","-","-","43","20","36","1.66","16.22","0.744","0.675","No"
"5en2C","P26313","141","1.82","3081.1.1.1","-","-","26","25","49","0.71","14.73","0.943","0.880","No"
"5eqzA","Q9S0B8","146","1.8","[1026.1.1.1]","-","-","68","0","32","1.59","21.56","0.780","0.842","Yes"
"5erqA","Q03555","419","1.55","70.1.1.1 275.1.1.10 3052.1.1.2 7541.1.1.1","b.85.6.0 b.103.1.1 c.57.1.0","2.40.340.10 2.170.190.11 3.40.980.10 3.90.105.10","20","33","47","3.07","32.67","0.829","0.587","No"
"5ertA","Q03555","419","2.0","70.1.1.1 [275.1.1.10] [3052.1.1.2] [7541.1.1.1]","b.85.6.0 b.103.1.1 c.57.1.0","2.40.340.10 2.170.190.11 3.40.980.10 3.90.105.10","20","32","48","3.27","32.59","0.741","0.604","Yes"
"5exeC","Q2RI41","314","1.88","7574.1.1.3","-","-","35","16","49","1.13","19.89","0.888","0.879","No"
"5exhC","Q8BG87","47","1.3","[3109.1.1.1]","-","-","17","0","83","7.67","16.36","0.188","0.200","Yes"
"5ezuA","P26672","89","1.55","[1133.1.1.1]","-","-","0","58","42","2.42","15.28","0.684","0.627","Yes"
"5ftwA","P31105","256","1.8","[518.1.1.1] 2003.1.5.3","-","3.40.50.150","47","20","33","1.35","20.16","0.864","0.829","Yes"
"5g38A","P0A432","172","1.15","5084.1.1.4","-","2.40.160.30","0","62","38","0.79","16.81","0.932","0.914","No"
"5g68A","O34453","363","1.63","[262.1.1.1]","d.174.1.1","3.90.340.10 3.90.440.10 3.90.1230.10","44","14","42","0.84","22.33","0.962","0.939","Yes"
"5gglA","Q8WZA1","164","1.27","[3570.1.1.1]","-","-","13","38","49","1.58","16.27","0.850","0.870","Yes"
"5gofA","Q8IWA4","422","1.6","[3615.1.1.3] 2004.1.1.258","-","-","57","11","32","1.51","28.29","0.865","0.753","Yes"
"5gv0A","P11438","168","1.5","[3369.1.1.1]","b.180.1.0","2.40.160.110","2","63","35","0.95","16.92","0.914","0.930","Yes"
"5gw6A","P06730","196","1.97","[317.1.1.2]","d.86.1.1","3.30.760.10","33","28","39","2.00","17.96","0.849","0.846","Yes"
"5h1nB","P0A8K7","74","1.47","[1191.1.1.]","-","-","55","0","45","3.14","14.52","0.506","0.488","Yes"
"5h2dA","Q6CUK7","435","1.6","[4291.1.1.1]","-","-","26","29","45","1.00","22.54","0.944","0.922","Yes"
"5h6xA","Q5ZW04","100","1.6","[142.1.1.28]","-","-","73","0","27","1.17","14.41","0.784","0.757","Yes"
"5h7wB","A0A2I4HXH5","529","1.9","246.2.1.2 805.1.1.1","-","3.60.21.10 3.90.780.10","29","25","46","2.40","26.37","0.721","0.693","No"
"5heeB","Q5JHM2","262","1.41","[2012.1.1.1]","-","3.40.830.10","38","24","38","0.81","18.00","0.932","0.905","Yes"
"5hkxA","P22681","392","1.85","108.1.1.2 [611.2.1.1] 214.1.1.1 376.1.1.12","-","1.20.930.20 3.30.40.10 3.30.505.10","50","11","39","1.43","23.66","0.896","0.818","Yes"
"5hqhA","Q8Y5E5","109","1.32","[240.1.1.9]","-","2.170.120.30","9","50","41","2.86","19.14","0.728","0.654","Yes"
"5hubA","Q8NS29","90","1.06","[164.1.1.1]","-","1.20.59.10","73","0","27","4.03","18.95","0.401","0.447","Yes"
"5hz7A","P0AEX9","490","1.43","7523.1.1.23 7523.1.1.25 [913.1.1.6]","-","-","40","20","39","3.47","27.53","0.717","0.729","Yes"
"5i8jA","Q7Y599","64","1.75","[3986.2.1.1]","-","-","22","45","33","1.21","12.25","0.838","0.781","Yes"
"5iffA","Q9V2B6","220","1.9","[6023.1.1.1]","-","-","27","32","41","1.51","19.25","0.873","0.898","Yes"
"5ii7A","P04552","138","1.66","[163.1.1.1]","a.19.1.1","1.20.150.10","67","0","33","2.17","16.90","0.845","0.864","Yes"
"5ij2B","A3CM52","201","1.68","11.1.1.2556 6107.1.1.1","-","3.10.20.890","10","36","53","1.52","25.15","0.823","0.661","No"
"5imuA","O05446","227","1.9","[1153.1.1.1] [1152.1.1.1]","-","-","51","7","42","1.44","18.64","0.897","0.838","Yes"
"5iqjC","M1QWM5","134","1.9","[4070.1.1.5]","-","-","58","11","31","0.93","14.83","0.878","0.738","Yes"
"5iz3B","-","316","1.3","4018.1.1.2 7587.1.1.1","e.7.1.0","3.30.540.10 3.40.190.80","38","29","32","0.99","19.82","0.894","0.923","No"
"5j2lB","-","81","1.96","[627.1.1.12]","-","-","85","0","15","1.50","18.03","0.611","0.831","Yes"
"5j3tB","Q9P805","242","1.6","[4310.1.1.1] 221.4.1.31","-","-","40","16","43","2.19","22.07","0.762","0.746","Yes"
"5j47A","P03072","372","1.99","[8001.1.1.1] [4271.1.1.3] 2004.1.1.139","c.37.1.20","1.10.10.510 1.20.1050.70 3.40.50.300","55","8","37","1.60","23.06","0.849","0.865","Yes"
"5j72A","Q183L9","638","1.7","11.1.1.2558 2011.1.1.1 [7597.1.1.5] 7597.1.1.5 7597.1.1.5","-","-","35","27","38","1.84","28.96","0.747","0.667","Yes"
"5ja5A","Q5NBT9","209","2.0","558.1.1.10 109.46.1.1 [3990.1.1.1]","-","-","62","0","38","3.02","23.01","0.673","0.660","Yes"
"5jakA","A4ISV0","151","1.8","[4071.1.1.1]","-","2.30.290.10","13","33","54","2.01","17.81","0.838","0.853","Yes"
"5jbgA","G0YYQ5","680","2.0","708.1.2.4 [3930.1.1.3] 2004.1.1.976 2004.1.1.978","-","-","47","17","36","1.52","28.10","0.865","0.843","Yes"
"5jcaS","Q8U195","284","1.5","1.1.7.16 7514.1.1.1 [3695.1.1.3]","-","-","30","31","39","1.26","19.56","0.883","0.896","Yes"
"5jx1A","Q15691","75","1.67","[4307.1.1.9]","a.245.1.1","-","75","0","25","3.94","21.61","0.466","0.408","Yes"
"5k6dB","A2IAD2","78","1.14","387.1.5.82","-","-","23","23","54","0.76","11.96","0.931","0.817","No"
"5kdvA","Q9I5W4","891","1.93","10.25.1.3 [1142.1.1.1] [7603.1.1.1] 2498.1.1.49","-","-","39","15","46","1.90","34.05","0.825","0.694","Yes"
"5kdwB","Q9I5W4","885","1.85","10.25.1.3 1142.1.1.1 7603.1.1.1 2498.1.1.49","-","-","40","16","44","2.06","35.05","0.762","0.648","No"
"5kkoD","-","55","1.55","[3106.1.1.1]","-","-","49","0","51","3.41","14.47","0.501","0.340","Yes"
"5klhA","Q26806","231","1.65","[1169.1.1.2]","-","-","19","40","42","2.39","22.26","0.722","0.726","Yes"
"5ktsA","O57767","304","1.34","[7588.1.1.1] 7588.1.1.1 7588.1.1.1","c.145.1.1","3.40.50.10800 3.40.50.10800 3.40.50.10800","45","16","39","0.89","20.28","0.936","0.895","Yes"
"5kvkA","A0A1C7D1B5","170","1.66","[7520.1.1.1]","-","3.90.950.20","48","20","32","0.89","15.78","0.904","0.826","Yes"
"5kwbA","Q5MQD0","371","1.91","[1043.1.1.4] [4169.1.1.2]","-","-","13","36","51","1.42","30.02","0.822","0.901","Yes"
"5l0sA","Q8NBL1","357","1.45","[7508.1.1.1] 7512.1.1.7","-","-","41","16","43","1.24","22.03","0.885","0.880","Yes"
"5l87A","Q8IEW2","69","0.87","[3546.1.1.1]","-","1.10.10.10","67","0","33","1.93","12.74","0.800","0.794","Yes"
"5lpaA","Q8ZPX9","270","1.4","[3960.1.1.1] 316.1.1.16","-","-","52","12","36","1.35","19.07","0.839","0.772","Yes"
"5ltjA","G0RY84","714","1.78","2.1.1.31 101.1.2.53 [4156.1.1.12] 2004.1.1.196 2004.1.1.976","-","-","44","17","39","1.39","28.88","0.926","0.863","Yes"
"5m1mA","Q6I7B9","155","1.5","[554.1.1.2]","-","-","78","0","22","0.93","15.17","0.826","0.865","Yes"
"5m45K","Q8RM03","717","1.87","[1143.1.1.1] 302.4.1.1 [7604.1.1.1] 2484.1.1.37 2484.1.1.529","-","-","37","25","37","1.31","28.05","0.905","0.858","Yes"
"5mduA","Q9UTE3","157","1.02","304.9.1.112 [1157.1.1.1]","-","-","22","29","50","1.36","16.64","0.851","0.874","Yes"
"5muxB","P45859","472","2.0","[4021.1.1.4] 298.3.1.4","e.44.1.1","1.10.4100.10 3.30.1330.120","56","7","37","1.49","23.81","0.780","0.863","Yes"
"5muyB","J7HBG8","328","1.99","3232.1.2.1 [3916.1.1.2] 3521.1.1.5","-","-","38","23","39","3.07","24.46","0.677","0.668","Yes"
"5n0nA","A0A2R2JFH4","410","1.76","[159.1.1.4] [1137.1.1.6] [7550.1.1.1]","-","-","37","13","51","5.04","25.60","0.570","0.571","Yes"
"5n0sA","A0A2R2JFI0","410","1.95","[1201.1.1.1] 1137.1.1.6 7550.1.1.1","-","-","38","13","49","6.20","27.88","0.533","0.446","Yes"
"5n6yC","P16855","113","1.35","[1176.1.1.1]","-","-","73","0","27","0.95","14.96","0.868","0.813","Yes"
"5nazA","P29400","229","1.85","[352.1.1.1] 352.1.1.1","d.169.1.6 d.169.1.0","-","7","41","52","1.58","18.85","0.815","0.798","Yes"
"5ngdB","A7XXR3","417","1.9","[4056.1.1.16] [4038.1.1.15]","-","-","43","16","41","3.75","31.70","0.686","0.678","Yes"
"5nirA","P02458","74","1.74","391.1.2.2","-","-","0","34","66","3.43","17.61","0.622","0.590","No"
"5njcD","P0AGG8","450","1.35","[3053.1.1.1] [512.1.1.1] 512.1.1.2","d.283.1.0","3.30.2290.10","27","38","35","0.92","24.95","0.951","0.881","Yes"
"5njlA","-","295","1.9","302.3.1.3 [896.2.1.3] [1148.1.1.2]","-","-","26","33","41","3.16","30.69","0.642","0.650","Yes"
"5nohA","P04545","103","1.8","[3418.1.1.1]","-","-","77","0","23","0.72","13.80","0.895","0.886","Yes"
"5o5sA","P0A894","131","1.17","7572.1.1.2","-","-","44","20","37","1.31","15.90","0.845","0.806","No"
"5o9eA","G0SE90","201","1.88","7502.1.1.1","-","-","21","36","42","1.23","17.44","0.863","0.808","No"
"5oh5A","-","283","1.9","[5088.1.1.]","-","-","60","2","37","2.20","25.31","0.862","0.824","Yes"
"5ok6A","P51784","230","1.3","221.1.1.41 4309.1.1.1","-","-","23","27","50","2.11","24.90","0.800","0.603","No"
"5ol4A","P41022","100","1.28","525.1.1.1","d.8.1.1","3.30.280.10","50","16","34","1.66","14.12","0.884","0.804","No"
"5op0B","A0R5T1","331","1.84","862.1.1.1","-","-","30","21","49","0.82","20.08","0.965","0.927","No"
"5opzA","-","137","1.34","307.1.1.6","-","-","45","14","42","2.18","16.13","0.841","0.792","No"
"5oriA","B3VHM9","583","1.94","194.1.1.1 194.1.1.1 194.1.1.1","a.126.1.0 a.126.1.0 a.126.1.0","1.10.246.10 1.10.246.10 1.10.246.10 1.10.246.10 1.10.246.10 1.10.246.10","72","0","28","1.47","27.48","0.904","0.816","No"
"5oswA","B3VHM9","583","1.78","[194.1.1.1] 194.1.1.1 194.1.1.1","a.126.1.0 a.126.1.0 a.126.1.0","1.10.246.10 1.10.246.10 1.10.246.10 1.10.246.10 1.10.246.10 1.10.246.10","72","0","28","1.36","27.61","0.898","0.852","Yes"
"5palA","P30563","109","1.54","[108.1.1.43]","a.39.1.4","1.10.238.10","57","2","41","0.71","12.96","0.902","0.844","Yes"
"5t2pB","L7R9I1","155","1.69","[625.1.1.1]","a.62.1.1","1.10.4090.10","66","0","34","2.50","19.26","0.676","0.753","Yes"
"5t76A","P49588","215","2.0","[1134.1.1.1] [5104.1.1.1]","-","-","65","14","20","2.09","26.19","0.829","0.616","Yes"
"5txrB","P09950","491","1.9","3016.1.1.21 7577.1.1.6 [7006.1.1.1]","-","-","41","13","46","2.32","24.10","0.875","0.831","Yes"
"5uc0A","Q2YQA6","163","1.73","3863.1.1.2","-","-","23","37","40","0.77","14.69","0.902","0.898","No"
"5ukiA","C4M1P9","351","1.8","[6147.1.1.1] 246.2.1.2","-","-","35","21","44","0.89","20.15","0.939","0.930","Yes"
"5ul3A","O24770","744","1.8","633.32.1.1 [3779.1.1.1] 2002.1.1.166 2007.1.3.1","-","-","47","13","40","1.23","30.54","0.910","0.933","Yes"
"5um3A","Q8IWV8","75","1.2","[904.2.1.1]","-","-","12","20","68","1.75","11.58","0.649","0.638","Yes"
"5v03B","Q9H2S1","102","1.58","[5055.1.1.1]","f.15.1.1","1.10.287.70","89","0","11","2.33","23.09","0.605","0.520","Yes"
"5v0mA","A0A1B1ZB31","98","1.41","[274.1.1.26]","-","-","32","24","44","0.85","14.21","0.895","0.799","Yes"
"5v7mA","P15873","265","1.93","[227.1.1.12] 227.1.1.17","d.131.1.2 d.131.1.2","3.70.10.10","16","43","40","1.42","21.15","0.774","0.840","Yes"
"5vapA","Q77DJ5","112","1.85","3432.1.1.1","-","1.20.120.1160","73","0","27","0.93","13.63","0.785","0.796","No"
"5vu3B","A0A0H3CM13","170","1.87","7520.1.1.1","-","3.90.950.20","42","21","38","1.71","15.93","0.869","0.859","No"
"5vz0A","-","1144","2.0","103.5.1.13 103.5.1.15 [3794.1.2.1] 206.1.3.1 325.1.1.2 325.1.7.4 2002.1.1.1061 2003.1.10.61","-","-","40","20","40","6.92","42.40","0.541","0.509","Yes"
"5w2fA","P41214","206","1.4","[178.1.1.2] [306.3.1.2]","-","-","34","26","40","1.82","23.93","0.761","0.628","Yes"
"5w4aB","-","216","1.5","[7030.1.1.1]","-","-","66","3","31","1.00","17.47","0.896","0.867","Yes"
"5w53B","A5K736","307","1.71","[3903.1.1.6]","-","-","76","3","21","1.09","24.36","0.906","0.891","Yes"
"5w5cA","P63045","40","1.85","[3100.1.1.1]","-","-","88","0","12","2.85","17.82","0.475","0.449","Yes"
"5w82E","E9KNV6","103","1.8","[7058.1.1.] [7057.1.1.]","-","-","42","4","54","14.41","27.85","0.248","0.303","Yes"
"5wfyA","P00970","136","1.4","[4095.1.1.3]","-","-","54","1","44","1.22","15.61","0.868","0.864","Yes"
"5ws1A","P09874","352","1.9","609.1.1.1 237.1.1.13","a.41.1.0 d.166.1.0","3.90.228.10","36","22","42","1.11","21.38","0.912","0.879","No"
"5wvoC","P62979","250","2.0","[3497.1.1.1] 101.33.1.1","-","1.10.10.2230","29","18","53","1.92","20.27","0.843","0.723","Yes"
"5wx9A","Q9LSX0","131","1.76","252.2.1.1","-","-","26","13","61","5.78","17.98","0.417","0.440","No"
"5x1eB","Q5ZYD0","148","2.0","[1162.1.1.1]","-","-","68","0","32","2.12","16.96","0.696","0.712","Yes"
"5x1eD","Q5ZYD0","111","2.0","[1163.1.1.1]","-","-","48","18","34","0.73","13.64","0.904","0.836","Yes"
"5x1uB","Q5WZ95","208","1.8","[1165.1.1.1]","-","-","59","2","39","1.09","19.37","0.885","0.875","Yes"
"5xbcB","K4L9I6","118","1.25","4356.1.1.3","-","-","14","43","42","2.60","14.57","0.848","0.785","No"
"5xctB","-","163","1.17","11.1.1.1522 [4096.1.1.1]","-","-","28","34","39","6.79","21.04","0.635","0.644","Yes"
"5ydnA","Q9T1V9","109","1.6","[4275.1.1.5]","-","-","68","0","32","0.79","14.37","0.880","0.853","Yes"
"5yghA","A0A0X8GJ44","76","1.88","[157.1.1.1]","a.190.1.0","1.10.10.930","64","0","36","1.82","13.10","0.604","0.645","Yes"
